301,394,634,83,741,87,85,86,19,21,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,108,97,107,355,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,21,108,97,109,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,96,97,109,355,362,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,97,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,96,97,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,21,96,97,107,356,353,354,361,360,142,358
301,394,634,83,84,93,737,105,20,106,214,390,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,390,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,21,108,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,390,373,356,362,708,361,360,142,358
301,395,740,582,497,22,19,21,96,97,109,355,362,708,361,360,142,358
301,395,740,582,85,86,19,21,108,97,107,356,362,354,361,360,142,358
301,395,740,582,85,86,19,21,108,390,373,356,362,708,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,355,362,354,352,360,142,358
301,394,634,83,741,87,85,22,19,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,19,18,108,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,390,373,372,353,354,361,360,142,358
301,395,740,582,85,22,19,21,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,85,22,19,21,108,390,373,356,362,708,361,360,142,358
301,395,740,582,85,86,19,18,214,24,373,356,362,354,361,360,142,358
301,395,740,582,85,86,19,21,108,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,107,355,362,708,361,360,142,358
301,395,740,582,85,86,19,21,108,390,373,356,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,107,355,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,390,373,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,22,19,18,214,24,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,21,108,390,373,372,353,354,361,360,142,358
301,394,634,83,84,93,737,699,736,213,211,24,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,21,108,97,109,355,362,708,361,360,142,358
301,395,740,582,497,22,19,18,108,97,109,355,362,354,361,360,142,358
301,395,740,582,85,22,19,21,108,390,373,356,353,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,109,355,362,354,352,359,348,358
301,394,634,83,84,93,561,389,699,736,213,211,24,373,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,390,107,356,362,354,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,107,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,373,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,22,19,21,108,97,109,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,390,373,356,353,354,361,360,142,358
301,394,634,83,84,93,737,699,736,213,211,24,373,372,353,354,361,360,142,358
301,395,740,582,497,499,637,636,21,96,97,107,355,362,708,361,360,142,358
301,394,634,83,84,93,737,699,736,213,211,24,373,356,353,354,361,360,142,358
301,394,634,83,84,93,737,105,20,18,214,390,107,355,362,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,390,107,355,362,708,361,360,142,358
301,394,634,83,84,93,561,389,699,736,213,211,24,373,372,353,354,361,360,142,358
301,394,634,83,84,93,561,389,699,736,213,211,24,373,356,353,354,361,360,142,358
301,395,740,582,497,499,4,8,666,505,503,98,96,97,107,355,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,390,107,356,362,708,361,360,142,358
301,395,740,582,85,86,95,20,106,214,390,107,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,373,356,362,354,361,360,142,358
301,395,740,582,85,86,19,21,96,97,107,356,362,708,361,360,142,358
301,395,740,582,85,86,19,21,108,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,390,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,21,96,97,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,22,19,21,108,390,107,356,362,708,361,360,142,358
301,395,740,582,85,86,19,21,96,97,107,356,353,354,361,360,142,358
301,395,740,582,85,86,19,21,108,390,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,108,97,109,355,362,708,361,360,142,358
301,395,740,582,497,22,19,21,108,97,107,356,362,354,361,360,142,358
301,395,740,582,497,22,19,21,108,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,390,373,356,362,708,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,96,97,107,355,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,390,373,372,353,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,108,390,107,355,362,354,361,360,142,358
301,395,740,582,85,22,636,21,96,97,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,21,96,97,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,390,373,356,353,354,361,360,142,358
301,395,740,582,85,22,636,21,108,390,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,21,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,86,19,18,108,97,107,356,362,354,361,360,142,358
301,395,740,582,85,86,19,18,108,390,373,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,24,373,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,214,390,107,355,362,708,361,360,142,358
301,395,740,582,497,22,19,21,108,390,373,372,353,354,361,360,142,358
301,395,740,582,497,22,19,21,108,390,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,390,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,373,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,390,107,356,353,354,361,360,142,358
301,395,740,582,85,22,19,18,108,97,107,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,97,107,355,362,708,361,360,142,358
301,395,740,582,497,499,637,636,21,96,97,109,355,362,354,361,360,142,358
301,394,634,83,741,94,710,86,95,20,18,108,390,107,355,362,354,361,360,142,358
301,395,740,582,85,86,19,18,108,390,373,372,353,354,361,360,142,358
301,395,740,582,85,86,19,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,214,390,107,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,373,356,362,354,361,360,142,358
301,395,740,582,497,499,4,8,666,505,503,98,96,97,109,355,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,699,736,106,214,390,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,97,109,355,362,708,361,360,142,358
301,395,740,582,85,22,19,18,108,390,373,356,353,354,361,360,142,358
301,394,634,83,84,93,561,389,699,736,106,214,390,107,355,362,354,361,360,142,358
301,394,634,83,741,94,710,86,95,20,106,214,390,107,355,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,21,108,97,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,96,97,107,356,362,354,361,360,142,358
301,395,740,582,85,86,19,21,108,97,109,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,97,109,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,97,107,355,362,708,361,360,142,358
301,395,740,582,497,22,19,21,96,97,107,356,362,708,361,360,142,358
301,395,740,582,497,22,19,21,108,390,107,356,362,708,361,360,142,358
301,395,740,582,85,22,19,21,108,97,109,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,24,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,107,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,21,108,97,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,97,107,355,362,708,361,360,142,358
301,395,740,582,85,86,19,18,108,390,107,356,362,708,361,360,142,358
301,395,740,582,497,22,636,21,96,97,107,355,362,354,361,360,142,358
301,395,740,582,497,22,19,21,96,97,107,356,353,354,361,360,142,358
301,395,740,582,497,22,636,21,108,390,107,355,362,354,361,360,142,358
301,395,740,582,497,22,19,21,108,390,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,24,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,214,24,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,107,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,211,24,373,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,108,390,107,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,97,109,355,362,354,361,360,142,358
301,395,740,582,85,86,19,18,214,390,373,356,362,708,361,360,142,358
301,395,740,582,85,86,19,18,108,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,21,108,97,107,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,108,97,107,356,362,354,361,360,142,358
301,395,740,582,497,22,19,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,24,373,356,362,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,356,362,354,352,359,348,358
301,394,634,83,84,94,710,86,95,20,18,214,390,107,356,362,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,18,108,390,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,18,214,390,373,356,362,708,361,360,142,358
301,394,634,83,84,93,737,105,20,18,108,97,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,18,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,21,108,97,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,95,20,18,214,390,107,355,362,354,361,360,142,358
301,395,740,582,85,86,19,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,24,373,356,362,708,361,360,142,358
301,395,740,582,85,86,19,18,214,390,373,356,353,354,361,360,142,358
301,395,740,582,497,22,19,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,21,108,97,107,356,353,354,361,360,142,358
301,394,635,751,87,85,22,636,21,19,18,108,390,214,24,373,356,362,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,356,353,351,349,359,348,358
301,395,740,582,497,22,19,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,390,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,97,109,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,24,373,356,362,708,361,360,142,358
301,395,740,582,85,22,19,18,214,390,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,106,214,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,97,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,21,108,97,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,24,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,214,24,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,211,24,373,356,362,354,361,360,142,358
301,395,740,582,497,22,19,21,108,97,109,355,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,97,109,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,24,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,214,24,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,24,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,107,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,19,18,108,97,107,356,362,708,361,360,142,358
301,395,740,582,85,86,19,18,108,97,109,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,107,356,362,354,361,360,142,358
301,394,634,83,84,93,561,389,697,738,213,211,24,373,356,362,354,361,360,142,358
301,395,740,582,85,86,19,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,97,107,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,24,373,356,362,354,361,360,142,358
301,395,740,582,497,22,19,18,108,390,107,356,362,708,361,360,142,358
301,395,740,582,85,22,19,18,108,97,109,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,19,18,108,97,107,356,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,214,390,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,214,390,107,356,362,708,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,105,20,18,108,390,107,355,362,708,361,360,142,358
301,395,740,582,85,86,19,18,214,390,107,356,353,354,361,360,142,358
301,395,740,582,497,22,19,18,214,390,373,356,362,708,361,360,142,358
301,395,740,582,497,499,637,636,21,96,97,107,356,362,354,361,360,142,358
301,395,740,582,497,22,19,18,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,108,97,107,355,362,708,361,360,142,358
301,395,740,582,497,499,637,636,21,108,390,107,356,362,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,18,214,390,107,355,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,21,96,97,109,355,362,708,361,360,142,358
301,395,740,582,497,499,4,8,666,505,503,98,96,97,107,356,362,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,97,107,355,362,708,361,360,142,358
301,395,740,582,85,22,19,18,214,390,107,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,214,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,96,97,107,355,362,708,361,360,142,358
301,395,740,582,85,86,95,20,106,214,390,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,105,20,106,214,390,107,355,362,708,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,390,107,355,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,97,107,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,390,373,356,353,354,361,360,142,358
301,395,740,582,85,86,19,21,108,97,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,24,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,97,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,19,18,108,97,107,356,353,354,361,360,142,358
301,395,740,582,85,22,19,21,108,97,107,356,362,708,361,360,142,358
301,395,740,582,85,86,19,18,214,24,373,356,362,708,361,360,142,358
301,395,740,582,85,86,19,21,108,97,107,356,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,97,109,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,19,18,108,97,107,356,353,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,108,97,107,355,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,214,390,107,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,214,24,373,356,362,708,361,360,142,358
301,395,740,582,85,22,636,21,108,97,107,355,362,354,361,360,142,358
301,395,740,582,85,22,19,21,108,97,107,356,353,354,361,360,142,358
301,395,740,582,497,22,19,18,108,97,109,355,362,708,361,360,142,358
301,395,740,582,85,86,19,18,214,24,373,372,353,354,361,360,142,358
301,395,740,582,85,86,19,18,214,24,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,106,211,24,373,356,362,354,361,360,142,358
301,395,740,582,497,22,19,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,373,356,362,708,361,360,142,358
301,395,740,582,85,86,95,20,18,108,97,109,355,362,354,361,360,142,358
301,395,740,582,85,22,19,18,214,24,373,372,353,354,361,360,142,358
301,395,740,582,85,22,19,18,214,24,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,106,214,24,373,356,362,354,361,360,142,358
301,395,740,582,85,86,95,20,18,214,390,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,105,20,18,214,390,107,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,95,20,18,108,97,107,355,362,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,97,109,355,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,96,97,109,355,362,354,361,360,142,358
301,395,740,582,497,22,19,18,214,390,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,109,355,362,354,352,360,142,358
301,394,634,83,741,94,710,86,19,21,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,373,356,353,354,361,360,142,358
301,395,740,582,497,22,19,21,108,97,107,356,362,708,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,96,97,107,355,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,214,24,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,373,372,353,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,108,390,107,355,362,708,361,360,142,358
301,395,740,582,85,22,636,21,96,97,107,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,373,356,353,354,361,360,142,358
301,395,740,582,85,22,636,21,108,390,107,355,362,708,361,360,142,358
301,395,740,582,85,86,19,18,108,97,107,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,24,373,356,362,708,361,360,142,358
301,395,740,582,497,22,636,21,108,97,107,355,362,354,361,360,142,358
301,395,740,582,497,22,19,21,108,97,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,107,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,214,24,373,356,362,354,361,360,142,358
301,395,740,582,85,22,19,18,108,97,107,356,362,708,361,360,142,358
301,395,740,582,497,499,637,636,21,96,97,109,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,95,20,18,108,390,107,355,362,708,361,360,142,358
301,395,740,582,497,22,19,18,214,24,373,372,353,354,361,360,142,358
301,395,740,582,85,86,19,18,108,97,107,356,353,354,361,360,142,358
301,395,740,582,497,22,19,18,214,24,373,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,373,356,362,708,361,360,142,358
301,395,740,582,497,499,4,8,666,505,503,98,96,97,109,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,107,356,362,708,361,360,142,358
301,394,634,83,84,93,737,105,20,18,108,390,373,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,390,107,356,353,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,356,353,351,352,359,348,358
301,394,634,83,741,87,85,86,95,20,106,214,390,373,372,353,354,361,360,142,358
301,394,634,83,84,93,737,699,736,106,214,390,107,355,362,708,361,360,142,358
301,394,635,751,87,741,94,710,86,19,18,108,97,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,373,356,353,354,361,360,142,358
301,395,740,582,85,22,19,18,108,97,107,356,353,354,361,360,142,358
301,394,634,83,84,93,561,389,699,736,106,214,390,107,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,95,20,106,214,390,107,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,96,97,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,107,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,373,356,353,354,361,360,142,358
301,394,634,83,84,93,737,105,20,106,214,390,373,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,390,107,356,353,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,390,373,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,107,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,21,96,97,107,356,353,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,21,96,97,109,355,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,390,107,356,353,354,361,360,142,358
301,395,740,582,85,22,636,21,96,97,109,355,362,354,361,360,142,358
301,395,740,582,497,22,636,21,96,97,107,355,362,708,361,360,142,358
301,395,740,582,497,22,636,21,108,390,107,355,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,107,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,211,24,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,390,107,356,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,108,97,109,355,362,708,361,360,142,358
301,395,740,582,497,22,19,18,108,97,107,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,24,373,356,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,107,356,362,708,361,360,142,358
301,394,634,83,84,93,737,105,20,18,108,390,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,373,372,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,211,24,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,214,390,373,356,353,354,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,390,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,211,24,373,356,353,354,361,360,142,358
301,394,635,751,87,741,94,710,86,19,18,108,390,107,355,362,708,361,360,142,358
301,394,634,83,741,94,710,86,19,18,108,390,373,356,353,354,361,360,142,358
301,395,740,582,85,86,95,20,18,108,97,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,105,20,18,108,97,107,355,362,708,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,373,356,362,708,361,360,142,358
301,394,634,83,741,94,710,86,95,20,18,214,390,107,355,362,708,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,24,373,372,353,354,361,360,142,358
301,394,635,751,87,85,22,636,21,19,18,108,390,214,24,373,356,362,708,361,360,142,358
301,395,740,582,497,22,19,18,108,97,107,356,353,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,106,214,24,373,356,353,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,97,107,356,362,354,361,360,142,358
301,394,634,83,84,93,737,105,20,18,214,390,373,356,362,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,356,353,354,352,359,348,358
301,395,740,582,497,499,637,636,21,108,390,373,356,362,708,361,360,142,358
301,394,634,83,741,87,85,22,636,21,96,97,107,356,362,354,361,360,142,358
301,394,634,83,84,94,710,86,95,20,18,214,390,107,356,353,354,361,360,142,358
301,394,634,83,84,93,737,105,20,106,214,390,107,356,362,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,390,107,356,362,354,361,360,142,358
301,394,634,83,741,94,710,86,19,21,108,97,109,355,362,708,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,373,372,353,354,361,360,142,358
301,395,740,582,85,86,95,20,106,214,390,373,356,362,708,361,360,142,358
301,395,740,582,85,86,95,20,18,108,390,373,356,353,354,361,360,142,358
301,394,634,83,741,87,85,22,636,21,108,97,107,355,362,708,361,360,142,358
301,394,635,751,87,85,22,636,21,19,18,108,390,214,24,373,372,353,354,361,360,142,358
301,395,740,582,497,499,637,8,666,505,503,98,96,97,107,356,362,354,352,360,142,358
301,394,634,83,741,87,85,86,95,20,106,211,24,373,356,362,708,361,360,142,358
301,394,635,751,87,85,22,636,21,19,18,108,390,214,24,373,356,353,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,390,373,372,353,354,361,360,142,358
301,395,740,582,497,499,637,636,21,108,390,373,356,353,354,361,360,142,358
301,394,634,635,751,87,85,22,636,504,503,98,96,97,107,355,362,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,18,108,97,109,355,362,708,361,360,142,358
301,395,740,582,497,22,636,21,96,97,109,355,362,354,361,360,142,358
301,395,740,582,85,86,95,20,106,214,390,373,372,353,354,361,360,142,358
301,394,634,83,741,87,85,86,95,20,106,214,24,373,356,362,708,361,360,142,358
